CondFileP,InstructionsP,LettersDisplayedP,CorrectnessP,CondFile,Instructions,LettersDisplayed,Correctness,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,InnerLoopPractice.thisRepN,InnerLoopPractice.thisTrialN,InnerLoopPractice.thisN,InnerLoopPractice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,TaskVersionText.started,TaskVersionText.stopped,InstrKey1.keys,InstrKey1.rt,InstrKey1.started,InstrKey1.stopped,text.started,text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,PractIn1.started,PractIn1.stopped,PractIn2.started,PractIn2.stopped,PractInstructionPass.keys,PractInstructionPass.rt,PractInstructionPass.started,PractInstructionPass.stopped,PractBlock1.started,PractBlock1.stopped,ISIjitterPractice,ISI_Pract_Fixation.started,ISI_Pract_Fixation.stopped,N_backP.started,N_backP.stopped,KeyPractice.keys,KeyPractice.corr,KeyPractice.rt,KeyPractice.started,KeyPractice.stopped,text_4.started,text_4.stopped,TransitionText.started,TransitionText.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,MainInt1.started,MainInt1.stopped,MainInt2.started,MainInt2.stopped,InstructionPass.keys,InstructionPass.rt,InstructionPass.started,InstructionPass.stopped,Blocks1.started,Blocks1.stopped,ISIjitter,N_backD.started,N_backD.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,key_resp.rt,participant,Study Name,Task Version (required to run),PRE/POST,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,24.3058239,None,space,277.3813066,24.8023084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.2292951,None,space,18.8469067,302.720931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.6081606,None,space,2.8047976,322.0988579,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.9365628,None,space,0.5767712,325.4310937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
Conditions/Version_2Pr/zeroback(1)_v2.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,x,space,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.395285,None,330.3805808,None,space,1.011146,330.3805808,None,327.395285,None,1.415,331.4217183,None,332.8391477,None,space,1,0.4326728,332.8391477,None,333.2915559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
Conditions/Version_2Pr/zeroback(1)_v2.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,R,None,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,334.7946848,None,336.6380366,None,None,1,,336.6380366,None,338.6429828,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
Conditions/Version_2Pr/zeroback(1)_v2.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,p,None,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,340.142592,None,341.189298,None,None,1,,341.189298,None,343.1916436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
Conditions/Version_2Pr/zeroback(1)_v2.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,O,None,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,344.6911808,None,346.2339536,None,None,1,,346.2339536,None,348.2409469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
Conditions/Version_2Pr/zeroback(1)_v2.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,i,None,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,349.739745,None,351.1317417,None,None,1,,351.1317417,None,353.1387618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
Conditions/Version_2Pr/zeroback(1)_v2.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,U,None,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.765,354.6383115,None,356.406621,None,None,1,,356.406621,None,358.4120299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,2,Post,2022_Apr_19_1211,N-Back (New Version 2021),2021.1.4,120.056955
